year,round,event_name,country,event_date,circuit,driver_abbreviation,driver_number,constructor,grid_position,finish_position,points,dnf,status,q_position,q1_time,q2_time,q3_time,sprint_position,sprint_points
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,TSU,22,RB,10.0,14.0,0.0,0,Lapped,11.0,93.795,93.506,,11.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,STR,18,Aston Martin,13.0,15.0,0.0,0,Lapped,14.0,94.033,93.759,,13.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,ALB,23,Williams,14.0,16.0,0.0,0,Lapped,16.0,94.051,,,17.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,BOT,77,Kick Sauber,16.0,17.0,0.0,0,Lapped,18.0,94.152,,,20.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,OCO,31,Alpine,12.0,18.0,0.0,0,Lapped,13.0,93.986,93.597,,15.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,ZHO,24,Kick Sauber,18.0,19.0,0.0,0,Lapped,20.0,94.228,,,19.0,0.0
2024,19,United States Grand Prix,United States,2024-10-20 00:00:00,United States Grand Prix,HAM,44,Mercedes,17.0,20.0,0.0,1,Retired,19.0,94.154,,,6.0,3.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,SAI,55,Ferrari,1.0,1.0,25.0,0,Finished,1.0,76.778,76.515,75.946,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,NOR,4,McLaren,3.0,2.0,18.0,0,Finished,3.0,76.505,76.301,76.26,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,LEC,16,Ferrari,4.0,3.0,16.0,0,Finished,4.0,76.972,76.641,76.265,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,HAM,44,Mercedes,6.0,4.0,12.0,0,Finished,6.0,77.306,76.973,76.651,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,RUS,63,Mercedes,5.0,5.0,10.0,0,Finished,5.0,77.194,76.937,76.356,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,VER,1,Red Bull Racing,2.0,6.0,8.0,0,Finished,2.0,76.803,76.514,76.171,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,MAG,20,Haas F1 Team,7.0,7.0,6.0,0,Finished,7.0,77.125,77.003,76.886,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,PIA,81,McLaren,17.0,8.0,4.0,0,Finished,17.0,77.597,,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,HUL,27,Haas F1 Team,10.0,9.0,2.0,0,Lapped,10.0,77.186,76.995,77.365,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,GAS,10,Alpine,8.0,10.0,1.0,0,Lapped,8.0,77.149,77.048,76.892,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,STR,18,Aston Martin,14.0,11.0,0.0,0,Lapped,14.0,77.407,77.294,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,COL,43,Williams,16.0,12.0,0.0,0,Lapped,16.0,77.558,,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,OCO,31,Alpine,20.0,13.0,0.0,0,Lapped,19.0,77.617,,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,BOT,77,Kick Sauber,15.0,14.0,0.0,0,Lapped,15.0,77.393,77.817,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,ZHO,24,Kick Sauber,19.0,15.0,0.0,0,Lapped,20.0,78.072,,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,LAW,30,RB,12.0,16.0,0.0,0,Lapped,12.0,77.38,77.162,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,PER,11,Red Bull Racing,18.0,17.0,0.0,0,Lapped,18.0,77.611,,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,ALO,14,Aston Martin,13.0,18.0,0.0,1,Retired,13.0,77.307,77.168,,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,ALB,23,Williams,9.0,19.0,0.0,1,Retired,9.0,77.189,76.988,77.065,,0.0
2024,20,Mexico City Grand Prix,Mexico,2024-10-27 00:00:00,Mexico City Grand Prix,TSU,22,RB,11.0,20.0,0.0,1,Retired,11.0,77.182,77.129,,,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,VER,1,Red Bull Racing,17.0,1.0,26.0,0,Finished,12.0,88.522,87.771,,4.0,5.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,OCO,31,Alpine,4.0,2.0,18.0,0,Finished,4.0,89.171,86.206,84.475,13.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,GAS,10,Alpine,13.0,3.0,15.0,0,Finished,15.0,89.42,89.614,,7.0,2.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,RUS,63,Mercedes,2.0,4.0,12.0,0,Finished,2.0,89.121,86.307,83.578,6.0,3.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,LEC,16,Ferrari,6.0,5.0,10.0,0,Finished,6.0,89.839,86.097,84.525,3.0,6.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,NOR,4,McLaren,1.0,6.0,8.0,0,Finished,1.0,90.944,84.844,83.405,1.0,8.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,TSU,22,RB,3.0,7.0,6.0,0,Finished,3.0,89.172,86.464,84.111,15.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,PIA,81,McLaren,8.0,8.0,4.0,0,Finished,8.0,90.114,84.686,84.686,2.0,7.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,LAW,30,RB,5.0,9.0,2.0,0,Finished,5.0,90.758,85.654,84.484,9.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,HAM,44,Mercedes,14.0,10.0,1.0,0,Finished,16.0,91.15,,,11.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,PER,11,Red Bull Racing,12.0,11.0,0.0,0,Finished,13.0,90.035,88.158,,8.0,1.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,BEA,50,Haas F1 Team,15.0,12.0,0.0,0,Finished,17.0,91.229,,,14.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,BOT,77,Kick Sauber,11.0,13.0,0.0,0,Finished,11.0,90.633,86.472,,16.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,ALO,14,Aston Martin,9.0,14.0,0.0,0,Finished,9.0,90.207,88.998,88.998,18.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,ZHO,24,Kick Sauber,19.0,15.0,0.0,0,Finished,20.0,92.263,,,17.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,SAI,55,Ferrari,20.0,16.0,0.0,1,Retired,14.0,90.303,89.406,,5.0,4.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,COL,43,Williams,16.0,17.0,0.0,1,Retired,18.0,91.27,,,12.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,ALB,23,Williams,7.0,18.0,0.0,1,Did not start,7.0,89.072,84.657,84.657,10.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,STR,18,Aston Martin,10.0,19.0,0.0,1,Did not start,10.0,90.58,86.334,,19.0,0.0
2024,21,São Paulo Grand Prix,Brazil,2024-11-03 00:00:00,São Paulo Grand Prix,HUL,27,Haas F1 Team,18.0,20.0,0.0,1,Disqualified,19.0,91.623,,,20.0,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,RUS,63,Mercedes,1.0,1.0,25.0,0,Finished,1.0,93.186,92.779,92.312,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,HAM,44,Mercedes,10.0,2.0,18.0,0,Finished,10.0,93.225,92.567,108.106,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,SAI,55,Ferrari,2.0,3.0,15.0,0,Finished,2.0,93.484,92.711,92.41,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,LEC,16,Ferrari,4.0,4.0,12.0,0,Finished,4.0,93.446,93.016,92.783,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,VER,1,Red Bull Racing,5.0,5.0,10.0,0,Finished,5.0,93.299,93.085,92.797,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,NOR,4,McLaren,6.0,6.0,9.0,0,Finished,6.0,93.592,93.099,93.008,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,PIA,81,McLaren,8.0,7.0,6.0,0,Finished,8.0,93.45,93.024,93.033,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,HUL,27,Haas F1 Team,9.0,8.0,4.0,0,Finished,9.0,93.92,93.114,93.062,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,TSU,22,RB,7.0,9.0,2.0,0,Finished,7.0,93.789,93.089,93.029,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,PER,11,Red Bull Racing,15.0,10.0,1.0,0,Finished,16.0,94.155,,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,ALO,14,Aston Martin,16.0,11.0,0.0,0,Finished,17.0,94.258,,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,MAG,20,Haas F1 Team,12.0,12.0,0.0,0,Finished,12.0,93.991,93.297,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,ZHO,24,Kick Sauber,13.0,13.0,0.0,0,Finished,13.0,94.079,93.566,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,COL,43,Williams,20.0,14.0,0.0,0,Finished,14.0,93.746,93.749,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,STR,18,Aston Martin,18.0,15.0,0.0,0,Finished,20.0,94.484,,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,LAW,30,RB,14.0,16.0,0.0,0,Finished,15.0,94.087,94.257,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,OCO,31,Alpine,11.0,17.0,0.0,0,Lapped,11.0,93.968,93.221,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,BOT,77,Kick Sauber,19.0,18.0,0.0,0,Lapped,19.0,94.43,,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,ALB,23,Williams,17.0,19.0,0.0,1,Retired,18.0,94.425,,,,0.0
2024,22,Las Vegas Grand Prix,United States,2024-11-23 00:00:00,Las Vegas Grand Prix,GAS,10,Alpine,3.0,20.0,0.0,1,Retired,3.0,93.691,92.879,92.664,,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,VER,1,Red Bull Racing,2.0,1.0,25.0,0,Finished,1.0,81.579,80.687,80.52,8.0,1.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,LEC,16,Ferrari,5.0,2.0,18.0,0,Finished,5.0,81.278,81.0,80.852,5.0,4.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,PIA,81,McLaren,4.0,3.0,15.0,0,Finished,4.0,81.821,81.121,80.829,1.0,8.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,RUS,63,Mercedes,1.0,4.0,12.0,0,Finished,2.0,81.241,81.069,80.575,3.0,6.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,GAS,10,Alpine,11.0,5.0,10.0,0,Finished,11.0,81.843,81.437,,9.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,SAI,55,Ferrari,7.0,6.0,8.0,0,Finished,7.0,81.447,81.199,81.041,4.0,5.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,ALO,14,Aston Martin,8.0,7.0,6.0,0,Finished,8.0,81.608,81.208,81.251,11.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,ZHO,24,Kick Sauber,12.0,8.0,4.0,0,Finished,12.0,82.103,81.501,,19.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,MAG,20,Haas F1 Team,10.0,9.0,2.0,0,Finished,10.0,81.891,81.387,81.5,10.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,NOR,4,McLaren,3.0,10.0,2.0,0,Finished,3.0,81.578,80.983,80.772,2.0,7.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,BOT,77,Kick Sauber,13.0,11.0,0.0,0,Finished,13.0,81.927,81.731,,12.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,HAM,44,Mercedes,6.0,12.0,0.0,0,Finished,6.0,81.637,81.095,81.011,6.0,3.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,TSU,22,RB,14.0,13.0,0.0,0,Finished,14.0,82.364,81.771,,17.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,LAW,30,RB,17.0,14.0,0.0,0,Finished,17.0,82.411,,,16.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,ALB,23,Williams,16.0,15.0,0.0,0,Lapped,16.0,82.39,,,15.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,HUL,27,Haas F1 Team,18.0,16.0,0.0,1,Retired,18.0,82.442,,,7.0,2.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,PER,11,Red Bull Racing,9.0,17.0,0.0,1,Retired,9.0,81.675,81.425,81.425,20.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,STR,18,Aston Martin,15.0,18.0,0.0,1,Retired,15.0,82.011,81.911,,13.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,COL,43,Williams,19.0,19.0,0.0,1,Retired,19.0,82.594,,,18.0,0.0
2024,23,Qatar Grand Prix,Qatar,2024-12-01 00:00:00,Qatar Grand Prix,OCO,31,Alpine,20.0,20.0,0.0,1,Retired,20.0,82.714,,,14.0,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,NOR,4,McLaren,1.0,1.0,25.0,0,Finished,1.0,83.682,83.098,82.595,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,SAI,55,Ferrari,3.0,2.0,18.0,0,Finished,3.0,83.487,82.985,82.824,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,LEC,16,Ferrari,19.0,3.0,15.0,0,Finished,14.0,83.302,83.833,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,HAM,44,Mercedes,16.0,4.0,12.0,0,Finished,18.0,83.887,,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,RUS,63,Mercedes,6.0,5.0,10.0,0,Finished,7.0,83.678,83.283,83.132,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,VER,1,Red Bull Racing,4.0,6.0,8.0,0,Finished,5.0,83.516,82.998,82.945,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,GAS,10,Alpine,5.0,7.0,6.0,0,Finished,6.0,83.548,83.086,82.984,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,HUL,27,Haas F1 Team,7.0,8.0,4.0,0,Finished,4.0,83.722,83.04,82.886,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,ALO,14,Aston Martin,8.0,9.0,2.0,0,Finished,8.0,83.794,83.268,83.196,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,PIA,81,McLaren,2.0,10.0,1.0,0,Finished,2.0,83.64,83.199,82.804,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,ALB,23,Williams,18.0,11.0,0.0,0,Lapped,16.0,83.821,,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,TSU,22,RB,11.0,12.0,0.0,0,Lapped,11.0,83.735,83.419,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,ZHO,24,Kick Sauber,15.0,13.0,0.0,0,Lapped,17.0,83.88,,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,STR,18,Aston Martin,13.0,14.0,0.0,0,Lapped,13.0,83.729,83.784,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,DOO,61,Alpine,17.0,15.0,0.0,0,Lapped,20.0,84.105,,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,MAG,20,Haas F1 Team,14.0,16.0,0.0,0,Lapped,15.0,83.632,83.877,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,LAW,30,RB,12.0,17.0,0.0,1,Retired,12.0,83.733,83.472,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,BOT,77,Kick Sauber,9.0,18.0,0.0,1,Retired,9.0,83.481,83.341,83.204,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,COL,43,Williams,20.0,19.0,0.0,1,Retired,19.0,83.912,,,,0.0
2024,24,Abu Dhabi Grand Prix,United Arab Emirates,2024-12-08 00:00:00,Abu Dhabi Grand Prix,PER,11,Red Bull Racing,10.0,20.0,0.0,1,Retired,10.0,83.559,83.379,83.264,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,NOR,4,McLaren,1.0,1.0,25.0,0,Finished,1.0,75.912,75.415,75.096,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,VER,1,Red Bull Racing,3.0,2.0,18.0,0,Finished,3.0,76.018,75.565,75.481,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,RUS,63,Mercedes,4.0,3.0,15.0,0,Finished,4.0,75.971,75.798,75.546,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,ANT,12,Mercedes,16.0,4.0,12.0,0,Finished,16.0,76.525,,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,ALB,23,Williams,6.0,5.0,10.0,0,Finished,6.0,76.245,76.017,75.737,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,STR,18,Aston Martin,13.0,6.0,8.0,0,Finished,13.0,76.369,76.483,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,HUL,27,Kick Sauber,17.0,7.0,6.0,0,Finished,17.0,76.579,,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,LEC,16,Ferrari,7.0,8.0,4.0,0,Finished,7.0,76.029,75.827,75.755,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,PIA,81,McLaren,2.0,9.0,2.0,0,Finished,2.0,76.062,75.468,75.18,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,HAM,44,Ferrari,8.0,10.0,1.0,0,Finished,8.0,76.213,75.919,75.973,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,GAS,10,Alpine,9.0,11.0,0.0,0,Finished,9.0,76.328,76.112,75.98,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,TSU,22,Racing Bulls,5.0,12.0,0.0,0,Finished,5.0,76.225,76.009,75.67,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,OCO,31,Haas F1 Team,19.0,13.0,0.0,0,Finished,19.0,77.147,,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,BEA,87,Haas F1 Team,20.0,14.0,0.0,0,Finished,20.0,,,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,LAW,30,Red Bull Racing,18.0,15.0,0.0,1,Retired,18.0,77.094,,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,BOR,5,Kick Sauber,15.0,16.0,0.0,1,Retired,15.0,76.516,77.52,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,ALO,14,Aston Martin,12.0,17.0,0.0,1,Retired,12.0,76.288,76.453,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,SAI,55,Williams,10.0,18.0,0.0,1,Retired,10.0,76.36,75.931,76.062,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,DOO,7,Alpine,14.0,19.0,0.0,1,Retired,14.0,76.315,76.863,,,0.0
2025,1,Australian Grand Prix,Australia,2025-03-16 00:00:00,Australian Grand Prix,HAD,6,Racing Bulls,11.0,20.0,0.0,1,Retired,11.0,76.354,76.175,,,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,PIA,81,McLaren,1.0,1.0,25.0,0,Finished,1.0,91.591,91.2,90.641,2.0,7.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,NOR,4,McLaren,3.0,2.0,18.0,0,Finished,3.0,90.983,90.787,90.793,8.0,1.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,RUS,63,Mercedes,2.0,3.0,15.0,0,Finished,2.0,91.295,91.307,90.723,4.0,5.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,VER,1,Red Bull Racing,4.0,4.0,12.0,0,Finished,4.0,91.424,91.142,90.817,3.0,6.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,OCO,31,Haas F1 Team,11.0,5.0,10.0,0,Finished,11.0,91.876,91.625,,16.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,ANT,12,Mercedes,8.0,6.0,8.0,0,Finished,8.0,91.676,91.59,91.103,7.0,2.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,ALB,23,Williams,10.0,7.0,6.0,0,Finished,10.0,91.503,91.595,91.706,11.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,BEA,87,Haas F1 Team,17.0,8.0,4.0,0,Finished,17.0,92.018,,,15.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,STR,18,Aston Martin,14.0,9.0,2.0,0,Finished,14.0,91.923,91.773,,9.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,SAI,55,Williams,15.0,10.0,1.0,0,Finished,15.0,91.628,91.84,,17.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,HAD,6,Racing Bulls,7.0,11.0,0.0,0,Finished,7.0,91.162,91.253,91.079,13.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,LAW,30,Red Bull Racing,20.0,12.0,0.0,0,Finished,20.0,92.174,,,14.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,DOO,7,Alpine,18.0,13.0,0.0,0,Finished,18.0,92.092,,,20.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,BOR,5,Kick Sauber,19.0,14.0,0.0,0,Lapped,19.0,92.141,,,18.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,HUL,27,Kick Sauber,12.0,15.0,0.0,0,Lapped,12.0,91.921,91.632,,19.0,0.0
2025,2,Chinese Grand Prix,China,2025-03-23 00:00:00,Chinese Grand Prix,TSU,22,Racing Bulls,9.0,16.0,0.0,0,Lapped,9.0,91.238,91.26,91.638,6.0,3.0
