year,round,event_name,country,event_date,circuit,driver_abbreviation,driver_number,constructor,grid_position,finish_position,points,dnf,status,q_position,q1_time,q2_time,q3_time,sprint_position,sprint_points
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,ROS,6,Mercedes,3.0,1.0,25.0,0,Finished,3.0,92.564,102.264,104.595,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,MAG,20,McLaren,4.0,2.0,18.0,0,Finished,4.0,90.949,103.247,105.745,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,BUT,22,McLaren,10.0,3.0,15.0,0,Finished,11.0,91.396,104.437,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,ALO,14,Ferrari,5.0,4.0,12.0,0,Finished,5.0,91.388,102.805,105.819,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,BOT,77,Williams,15.0,5.0,10.0,0,Finished,10.0,91.601,103.852,108.147,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,HUL,27,Force India,7.0,6.0,8.0,0,Finished,7.0,93.893,103.658,106.03,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,RAI,7,Ferrari,11.0,7.0,6.0,0,Finished,12.0,92.439,104.494,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,VER,25,Toro Rosso,6.0,8.0,4.0,0,Finished,6.0,93.488,103.849,105.864,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,KVY,26,Toro Rosso,8.0,9.0,2.0,0,Finished,8.0,93.777,104.331,107.368,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,PER,11,Force India,16.0,10.0,1.0,0,Finished,16.0,94.141,107.293,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,SUT,99,Sauber,13.0,11.0,0.0,0,+1 Lap,14.0,93.673,105.655,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,GUT,21,Sauber,20.0,12.0,0.0,0,+1 Lap,19.0,95.117,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,CHI,4,Marussia,17.0,13.0,0.0,0,+2 Laps,17.0,94.293,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,BIA,17,Marussia,18.0,14.0,0.0,0,+8 Laps,18.0,94.794,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,GRO,8,Lotus F1,22.0,15.0,0.0,1,ERS,21.0,96.993,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,MAL,13,Lotus F1,21.0,16.0,0.0,1,ERS,22.0,,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,ERI,9,Caterham,19.0,17.0,0.0,1,Oil pressure,20.0,95.157,,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,VET,1,Red Bull,12.0,18.0,0.0,1,Engine,13.0,91.931,104.688,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,HAM,44,Mercedes,1.0,19.0,0.0,1,Engine,1.0,91.699,102.89,104.231,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,MAS,19,Williams,9.0,20.0,0.0,1,Collision,9.0,91.228,104.242,108.079,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,KOB,10,Caterham,14.0,21.0,0.0,1,Collision,15.0,94.274,105.867,,,0.0
2014,1,Australian Grand Prix,Australia,2014-03-16 06:00:00,Australian Grand Prix,RIC,3,Red Bull,2.0,22.0,0.0,1,Disqualified,2.0,90.775,102.295,104.548,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,117.202,119.041,119.431,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,ROS,6,Mercedes,3.0,2.0,18.0,0,Finished,3.0,117.183,119.445,120.05,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,VET,1,Red Bull,2.0,3.0,15.0,0,Finished,2.0,117.654,119.399,119.486,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,ALO,14,Ferrari,4.0,4.0,12.0,0,Finished,4.0,118.889,121.356,120.175,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,HUL,27,Force India,7.0,5.0,10.0,0,Finished,7.0,118.883,120.839,121.712,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,BUT,22,McLaren,10.0,6.0,8.0,0,Finished,10.0,120.889,121.81,124.053,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,MAS,19,Williams,13.0,7.0,6.0,0,Finished,13.0,120.047,122.46,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,BOT,77,Williams,18.0,8.0,4.0,0,Finished,15.0,119.709,122.756,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,MAG,20,McLaren,8.0,9.0,2.0,0,+1 Lap,8.0,120.356,122.094,122.213,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,KVY,26,Toro Rosso,11.0,10.0,1.0,0,+1 Lap,11.0,121.175,122.351,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,GRO,8,Lotus F1,15.0,11.0,0.0,0,+1 Lap,16.0,120.202,122.885,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,RAI,7,Ferrari,6.0,12.0,0.0,0,+1 Lap,6.0,119.257,121.532,121.218,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,KOB,10,Caterham,20.0,13.0,0.0,0,+1 Lap,20.0,123.595,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,ERI,9,Caterham,22.0,14.0,0.0,0,+2 Laps,22.0,124.407,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,CHI,4,Marussia,21.0,15.0,0.0,0,+2 Laps,21.0,124.388,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,RIC,3,Red Bull,5.0,16.0,0.0,1,Technical,5.0,118.913,120.147,120.541,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,GUT,21,Sauber,12.0,17.0,0.0,1,Gearbox,12.0,121.134,122.369,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,SUT,99,Sauber,17.0,18.0,0.0,1,Electrical,18.0,122.131,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,VER,25,Toro Rosso,9.0,19.0,0.0,1,Power Unit,9.0,121.689,122.096,123.078,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,BIA,17,Marussia,19.0,20.0,0.0,1,Brakes,19.0,122.702,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,MAL,13,Lotus F1,16.0,21.0,0.0,1,Engine,17.0,122.074,,,,0.0
2014,2,Malaysian Grand Prix,Malaysia,2014-03-30 08:00:00,Malaysian Grand Prix,PER,11,Force India,14.0,22.0,0.0,1,Withdrew,14.0,120.076,122.511,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,HAM,44,Mercedes,2.0,1.0,25.0,0,Finished,2.0,95.323,93.872,93.464,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,ROS,6,Mercedes,1.0,2.0,18.0,0,Finished,1.0,95.439,93.708,93.185,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,PER,11,Force India,4.0,3.0,15.0,0,Finished,5.0,94.998,94.747,94.346,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,RIC,3,Red Bull,13.0,4.0,12.0,0,Finished,3.0,96.22,94.592,94.051,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,HUL,27,Force India,11.0,5.0,10.0,0,Finished,12.0,94.874,95.116,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,VET,1,Red Bull,10.0,6.0,8.0,0,Finished,11.0,95.549,94.985,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,MAS,19,Williams,7.0,7.0,6.0,0,Finished,8.0,95.085,94.842,94.511,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,BOT,77,Williams,3.0,8.0,4.0,0,Finished,4.0,94.934,94.842,94.247,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,ALO,14,Ferrari,9.0,9.0,2.0,0,Finished,10.0,95.251,94.723,94.992,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,RAI,7,Ferrari,5.0,10.0,1.0,0,Finished,6.0,95.234,94.925,94.368,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,KVY,26,Toro Rosso,12.0,11.0,0.0,0,Finished,13.0,95.395,95.145,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,GRO,8,Lotus F1,16.0,12.0,0.0,0,Finished,16.0,96.654,95.908,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,CHI,4,Marussia,21.0,13.0,0.0,0,Finished,22.0,97.913,,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,MAL,13,Lotus F1,17.0,14.0,0.0,0,Finished,17.0,96.663,,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,KOB,10,Caterham,18.0,15.0,0.0,0,Finished,19.0,97.085,,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,BIA,17,Marussia,19.0,16.0,0.0,0,+1 Lap,20.0,97.31,,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,BUT,22,McLaren,6.0,17.0,0.0,1,Clutch,7.0,95.699,94.714,94.387,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,MAG,20,McLaren,8.0,18.0,0.0,1,Clutch,9.0,95.288,94.904,94.712,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,GUT,21,Sauber,15.0,19.0,0.0,1,Collision,15.0,96.567,95.891,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,ERI,9,Caterham,20.0,20.0,0.0,1,Retired,21.0,97.875,,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,VER,25,Toro Rosso,14.0,21.0,0.0,1,Retired,14.0,95.815,95.286,,,0.0
2014,3,Bahrain Grand Prix,Bahrain,2014-04-06 15:00:00,Bahrain Grand Prix,SUT,99,Sauber,22.0,22.0,0.0,1,Collision,18.0,96.84,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,115.516,114.029,113.86,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,ROS,6,Mercedes,4.0,2.0,18.0,0,Finished,4.0,116.058,115.294,115.143,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,ALO,14,Ferrari,5.0,3.0,15.0,0,Finished,5.0,116.961,115.765,115.637,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,RIC,3,Red Bull,2.0,4.0,12.0,0,Finished,2.0,116.641,115.302,114.455,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,VET,1,Red Bull,3.0,5.0,10.0,0,Finished,3.0,115.926,114.499,114.96,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,HUL,27,Force India,8.0,6.0,8.0,0,Finished,8.0,115.913,116.847,116.366,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,BOT,77,Williams,7.0,7.0,6.0,0,Finished,7.0,116.501,116.253,116.282,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,RAI,7,Ferrari,11.0,8.0,4.0,0,Finished,11.0,118.279,116.86,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,PER,11,Force India,16.0,9.0,2.0,0,Finished,16.0,118.362,118.264,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,KVY,26,Toro Rosso,13.0,10.0,1.0,0,+1 Lap,13.0,117.261,117.289,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,BUT,22,McLaren,12.0,11.0,0.0,0,+1 Lap,12.0,117.783,116.963,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,VER,25,Toro Rosso,9.0,12.0,0.0,0,+1 Lap,9.0,117.477,116.584,116.773,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,MAG,20,McLaren,15.0,13.0,0.0,0,+1 Lap,15.0,117.369,117.675,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,MAL,13,Lotus F1,22.0,14.0,0.0,0,+1 Lap,22.0,,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,MAS,19,Williams,6.0,15.0,0.0,0,+1 Lap,6.0,116.85,116.757,116.147,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,GUT,21,Sauber,17.0,16.0,0.0,0,+1 Lap,17.0,118.988,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,BIA,17,Marussia,19.0,17.0,0.0,0,+1 Lap,19.0,119.326,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,KOB,10,Caterham,18.0,18.0,0.0,0,+1 Lap,18.0,119.26,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,CHI,4,Marussia,21.0,19.0,0.0,0,+2 Laps,21.0,120.865,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,ERI,9,Caterham,20.0,20.0,0.0,0,+2 Laps,20.0,120.646,,,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,GRO,8,Lotus F1,10.0,21.0,0.0,1,Gearbox,10.0,118.411,116.407,117.079,,0.0
2014,4,Chinese Grand Prix,China,2014-04-20 07:00:00,Chinese Grand Prix,SUT,99,Sauber,14.0,22.0,0.0,1,Engine,14.0,118.138,117.393,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,87.238,86.21,85.232,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,ROS,6,Mercedes,2.0,2.0,18.0,0,Finished,2.0,86.764,86.088,85.4,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,RIC,3,Red Bull,3.0,3.0,15.0,0,Finished,3.0,88.053,86.613,86.285,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,VET,1,Red Bull,15.0,4.0,12.0,0,Finished,10.0,87.958,87.052,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,BOT,77,Williams,4.0,5.0,10.0,0,Finished,4.0,88.198,87.563,86.632,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,ALO,14,Ferrari,7.0,6.0,8.0,0,Finished,7.0,88.329,87.602,87.14,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,RAI,7,Ferrari,6.0,7.0,6.0,0,+1 Lap,6.0,88.308,87.335,87.104,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,GRO,8,Lotus F1,5.0,8.0,4.0,0,+1 Lap,5.0,88.472,87.258,86.96,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,PER,11,Force India,11.0,9.0,2.0,0,+1 Lap,12.0,88.469,88.002,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,HUL,27,Force India,10.0,10.0,1.0,0,+1 Lap,11.0,88.155,87.685,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,BUT,22,McLaren,8.0,11.0,0.0,0,+1 Lap,8.0,88.279,87.57,87.335,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,MAG,20,McLaren,14.0,12.0,0.0,0,+1 Lap,15.0,88.389,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,MAS,19,Williams,9.0,13.0,0.0,0,+1 Lap,9.0,88.061,87.016,87.402,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,KVY,26,Toro Rosso,12.0,14.0,0.0,0,+1 Lap,13.0,88.074,88.039,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,MAL,13,Lotus F1,22.0,15.0,0.0,0,+1 Lap,22.0,,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,GUT,21,Sauber,13.0,16.0,0.0,0,+1 Lap,14.0,88.374,88.28,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,SUT,99,Sauber,16.0,17.0,0.0,0,+1 Lap,17.0,88.563,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,BIA,17,Marussia,18.0,18.0,0.0,0,+2 Laps,19.0,90.177,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,CHI,4,Marussia,17.0,19.0,0.0,0,+2 Laps,18.0,89.586,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,ERI,9,Caterham,19.0,20.0,0.0,0,+2 Laps,20.0,90.312,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,KOB,10,Caterham,20.0,21.0,0.0,1,Brakes,21.0,90.375,,,,0.0
2014,5,Spanish Grand Prix,Spain,2014-05-11 12:00:00,Spanish Grand Prix,VER,25,Toro Rosso,21.0,22.0,0.0,1,Exhaust,16.0,88.194,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,ROS,6,Mercedes,1.0,1.0,25.0,0,Finished,1.0,77.678,76.465,75.989,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,HAM,44,Mercedes,2.0,2.0,18.0,0,Finished,2.0,77.823,76.354,76.048,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,RIC,3,Red Bull,3.0,3.0,15.0,0,Finished,3.0,77.9,77.233,76.384,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,ALO,14,Ferrari,5.0,4.0,12.0,0,Finished,5.0,77.853,77.2,76.686,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,HUL,27,Force India,11.0,5.0,10.0,0,+1 Lap,11.0,78.432,77.846,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,BUT,22,McLaren,12.0,6.0,8.0,0,+1 Lap,12.0,77.89,77.988,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,MAS,19,Williams,16.0,7.0,6.0,0,+1 Lap,16.0,78.209,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,GRO,8,Lotus F1,14.0,8.0,4.0,0,+1 Lap,14.0,78.335,78.196,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,BIA,17,Marussia,21.0,9.0,2.0,0,+1 Lap,19.0,79.332,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,MAG,20,McLaren,8.0,10.0,1.0,0,+1 Lap,8.0,77.978,77.609,77.555,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,ERI,9,Caterham,22.0,11.0,0.0,0,+1 Lap,22.0,81.732,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,RAI,7,Ferrari,6.0,12.0,0.0,0,+1 Lap,6.0,77.902,77.398,77.389,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,KOB,10,Caterham,20.0,13.0,0.0,0,+2 Laps,21.0,80.133,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,CHI,4,Marussia,19.0,14.0,0.0,0,+3 Laps,20.0,79.928,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,GUT,21,Sauber,17.0,15.0,0.0,1,Accident,17.0,78.741,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,BOT,77,Williams,13.0,16.0,0.0,1,Engine,13.0,78.407,78.082,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,VER,25,Toro Rosso,7.0,17.0,0.0,1,Engine,7.0,77.557,77.657,77.54,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,SUT,99,Sauber,18.0,18.0,0.0,1,Accident,18.0,78.745,,,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,KVY,26,Toro Rosso,9.0,19.0,0.0,1,Mechanical,9.0,78.616,77.594,78.09,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,VET,1,Red Bull,4.0,20.0,0.0,1,Turbo,4.0,78.383,77.074,76.547,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,PER,11,Force India,10.0,21.0,0.0,1,Collision,10.0,78.108,77.755,78.327,,0.0
2014,6,Monaco Grand Prix,Monaco,2014-05-25 12:00:00,Monaco Grand Prix,MAL,13,Lotus F1,15.0,22.0,0.0,1,Withdrew,15.0,78.585,78.356,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,RIC,3,Red Bull,6.0,1.0,25.0,0,Finished,6.0,77.113,75.897,75.589,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,ROS,6,Mercedes,1.0,2.0,18.0,0,Finished,1.0,76.471,75.289,74.874,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,VET,1,Red Bull,3.0,3.0,15.0,0,Finished,3.0,77.47,76.109,75.548,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,BUT,22,McLaren,9.0,4.0,12.0,0,Finished,9.0,76.631,76.214,76.182,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,HUL,27,Force India,11.0,5.0,10.0,0,Finished,11.0,76.897,76.3,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,ALO,14,Ferrari,7.0,6.0,8.0,0,Finished,7.0,77.01,76.131,75.814,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,BOT,77,Williams,4.0,7.0,6.0,0,Finished,4.0,76.772,75.806,75.55,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,VER,25,Toro Rosso,8.0,8.0,4.0,0,Finished,8.0,77.178,76.255,76.162,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,MAG,20,McLaren,12.0,9.0,2.0,0,Finished,12.0,76.446,76.31,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,RAI,7,Ferrari,10.0,10.0,1.0,0,Finished,10.0,77.013,76.245,76.214,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,PER,11,Force India,13.0,11.0,0.0,1,Collision,13.0,78.235,76.472,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,MAS,19,Williams,5.0,12.0,0.0,1,Collision,5.0,76.666,75.773,75.578,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,SUT,99,Sauber,16.0,13.0,0.0,0,+1 Lap,16.0,77.519,77.314,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,GUT,21,Sauber,22.0,14.0,0.0,1,ERS,22.0,,,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,GRO,8,Lotus F1,14.0,15.0,0.0,1,Rear wing,14.0,77.732,76.687,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,KVY,26,Toro Rosso,15.0,16.0,0.0,1,Drivetrain,15.0,76.938,76.713,,,0.0
